SRNumber,CreatedDate,UpdatedDate,ActionTaken,Owner,RequestType,Status,RequestSource,MobileOS,Anonymous,AssignTo,ServiceDate,ClosedDate,AddressVerified,ApproximateAddress,Address,HouseNumber,Direction,StreetName,Suffix,ZipCode,Latitude,Longitude,Location,TBMPage,TBMColumn,TBMRow,APC,CD,CDMember,NC,NCName,PolicePrecinct
1-435033051,1/26/2017 8:34:53 AM,2/1/2017 3:30:07 PM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,HB,2/1/2017 12:00:00 AM,,Y,N,"571 W 21ST ST, 90731",571,W,21ST,ST,90731,33.725035849,-118.289560314,"(33.725035849, -118.289560314)",824,B,7,Harbor APC,15,Joe Buscaino,96,COASTAL SAN PEDRO NC,HARBOR
1-425183231,1/16/2017 9:47:29 PM,1/17/2017 1:16:20 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,1/17/2017 12:00:00 AM,,Y,N,"17959 W SEABREEZE DR, 90272",17959,W,SEABREEZE,DR,90272,34.0459412053,-118.567266504,"(34.0459412053, -118.567266504)",630,E,5,West Los Angeles APC,11,Mike Bonin,,"",WEST LOS ANGELES
1-441095071,1/31/2017 1:48:35 PM,2/3/2017 11:48:03 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,HBT,2/1/2017 11:47:47 AM,,Y,N,"1001 N OXFORD AVE, 90029",1001,N,OXFORD,AVE,90029,34.0886542566,-118.307957013,"(34.0886542566, -118.307957013)",593,H,6,Central APC,13,Mitch O'Farrell,33,HOLLYWOOD STUDIO DISTRICT NC,HOLLYWOOD
1-425781331,1/17/2017 11:30:34 AM,1/17/2017 11:30:34 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/15/2016 12:00:00 AM,,Y,"","4001 S TRINITY ST, 90011",4001,S,TRINITY,ST,90011,,,"",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-447581161,2/6/2017 8:32:28 PM,2/7/2017 7:34:28 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Self Service,"",N,SLA,2/7/2017 12:00:00 AM,,Y,N,"1446 W 37TH DR, 90018",1446,W,37TH,DR,90018,34.0187849415,-118.301845296,"(34.0187849415, -118.301845296)",673,J,1,South Los Angeles APC,8,Marqueece Harris-Dawson,77,EMPOWERMENT CONGRESS NORTH AREA NDC,SOUTHWEST
1-415313831,1/5/2017 3:16:49 PM,1/9/2017 8:52:21 AM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,SLA,1/9/2017 12:00:00 AM,,Y,N,"4712 W ST ELMO DR, 90019",4712,W,ST ELMO,DR,90019,34.0427335863,-118.340960924,"(34.0427335863, -118.340960924)",633,D,5,South Los Angeles APC,10,Herb J. Wesson Jr.,73,MID CITY NC,WILSHIRE
1-448012903,2/7/2017 10:45:43 AM,2/7/2017 10:45:43 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/17/2017 12:00:00 AM,,Y,"","8302 S MAIN ST, 90003",8302,S,MAIN,ST,90003,,,"",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-450417661,2/9/2017 9:28:28 AM,2/13/2017 3:54:35 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,WV,2/13/2017 12:00:00 AM,,Y,N,"19249 W LUDLOW ST, 91326",19249,W,LUDLOW,ST,91326,34.270871304,-118.552599783,"(34.270871304, -118.552599783)",500,G,2,North Valley APC,12,Mitchell Englander,113,NORTHRIDGE WEST,DEVONSHIRE
1-428128259,1/19/2017 9:23:04 AM,1/19/2017 9:23:04 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/20/2016 12:00:00 AM,,Y,"","800 W 62ND ST, 90044",800,W,62ND,ST,90044,,,"",674,B,6,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-444942470,2/3/2017 10:20:42 AM,2/3/2017 10:20:42 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAPBH,1/27/2017 12:00:00 AM,,Y,"","1502 E OLYMPIC BLVD, 90021",1502,E,OLYMPIC,BLVD,90021,,,"",634,G,7,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,NEWTON
1-427438591,1/18/2017 1:55:43 PM,1/20/2017 8:55:12 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/20/2017 12:00:00 AM,,Y,N,"351 E 119TH ST, 90061",351,E,119TH,ST,90061,33.9247514306,-118.267680686,"(33.9247514306, -118.267680686)",704,D,7,South Los Angeles APC,15,Joe Buscaino,90,HARBOR GATEWAY NORTH NC,SOUTHEAST
1-445879947,2/4/2017 11:34:04 AM,2/4/2017 11:34:04 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,HBT,2/2/2017 12:00:00 AM,,Y,"","533 N NORMANDIE AVE, 90004",533,N,NORMANDIE,AVE,90004,,,"",593,J,7,Central APC,13,Mitch O'Farrell,55,WILSHIRE CENTER - KOREATOWN NC,OLYMPIC
1-452221681,2/10/2017 2:23:42 PM,2/11/2017 5:07:52 PM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,NEGB_ELA,2/11/2017 5:07:27 PM,,Y,N,"3230 E BALDWIN ST, 90031",3230,E,BALDWIN,ST,90031,34.0701315347,-118.20670996,"(34.0701315347, -118.20670996)",635,B,1,East Los Angeles APC,1,Gilbert Cedillo,47,LINCOLN HEIGHTS NC,HOLLENBECK
1-435430680,1/26/2017 12:04:45 PM,1/26/2017 12:04:45 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/3/2017 12:00:00 AM,,Y,"","3600 S AVALON BLVD, 90011",3600,S,AVALON,BLVD,90011,,,"",674,D,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-423166871,1/13/2017 2:08:43 PM,1/20/2017 4:06:39 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,NC,1/20/2017 12:00:00 AM,,Y,N,"862 S GRAMERCY PL, 90005",862,S,GRAMERCY,PL,90005,34.0562592944,-118.31311637,"(34.0562592944, -118.31311637)",633,H,3,Central APC,4,David Ryu,119,GREATER WILSHIRE NC,OLYMPIC
1-438693161,1/30/2017 8:17:59 AM,2/1/2017 4:39:58 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,EV,2/1/2017 12:00:00 AM,,Y,N,"4631 N MARY ELLEN AVE, 91423",4631,N,MARY ELLEN,AVE,91423,34.1549122343,-118.419405189,"(34.1549122343, -118.419405189)",562,D,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-441682351,1/31/2017 6:58:08 PM,2/1/2017 1:58:50 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,WLA,2/1/2017 12:00:00 AM,,Y,N,"10774 W WILKINS AVE, 90024",10774,W,WILKINS,AVE,90024,34.0561778674,-118.43831013,"(34.0561778674, -118.43831013)",632,B,3,West Los Angeles APC,5,Paul Koretz,63,WESTWOOD NC,WEST LOS ANGELES
1-419456531,1/10/2017 12:26:53 PM,1/11/2017 8:01:36 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,1/11/2017 12:00:00 AM,,Y,N,"4724 N SEPULVEDA BLVD, 91403",4724,N,SEPULVEDA,BLVD,91403,34.1563645115,-118.465811661,"(34.1563645115, -118.465811661)",561,H,4,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-426291131,1/17/2017 3:06:34 PM,1/19/2017 4:13:12 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,HB,1/19/2017 12:00:00 AM,,Y,N,"1320 W CHANDLER ST, 90744",1320,W,CHANDLER,ST,90744,33.7957355943,-118.278982476,"(33.7957355943, -118.278982476)",794,C,4,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-415049291,1/5/2017 1:02:37 PM,1/7/2017 4:51:00 PM,SR Created,BOS,Metal/Household Appliances,Closed,Call,"",N,WLA,1/7/2017 12:00:00 AM,,Y,N,"5665 W JEFFERSON BLVD, 90016",5665,W,JEFFERSON,BLVD,90016,34.0266475931,-118.370894264,"(34.0266475931, -118.370894264)",633,A,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-415845911,1/6/2017 10:38:05 AM,1/10/2017 8:05:09 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,NC,1/10/2017 12:00:00 AM,,Y,N,"447 W JAMES ST, 90065",447,W,JAMES,ST,90065,34.0915670585,-118.21711617,"(34.0915670585, -118.21711617)",595,A,5,East Los Angeles APC,1,Gilbert Cedillo,102,GREATER CYPRESS PARK NC,NORTHEAST
1-437730411,1/28/2017 3:41:55 PM,2/3/2017 2:33:42 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WLA,2/3/2017 12:00:00 AM,,Y,N,"1127 S MASSELIN AVE, 90019",1127,S,MASSELIN,AVE,90019,34.0551983667,-118.356221804,"(34.0551983667, -118.356221804)",633,C,3,Central APC,4,David Ryu,58,MID CITY WEST CC,WILSHIRE
1-454094658,2/13/2017 1:29:35 PM,2/13/2017 1:29:35 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/30/2017 12:00:00 AM,,Y,"","2117 S GRIFFITH AVE, 90011",2117,S,GRIFFITH,AVE,90011,,,"",674,E,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-428896441,1/19/2017 3:13:11 PM,1/23/2017 11:05:08 AM,SR Created,BOS,Illegal Dumping Pickup,Closed,Call,"",N,SLA,1/23/2017 12:00:00 AM,,Y,N,"4800 W ADAMS BLVD, 90016",4800,W,ADAMS,BLVD,90016,34.0324364814,-118.344705859,"(34.0324364814, -118.344705859)",633,D,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-440515581,1/31/2017 9:55:56 AM,1/31/2017 9:55:57 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/23/2017 12:00:00 AM,,Y,"","1647 MCDONALD AV, 90744",1647,"",MCDONALD,AV,90744,,,"",794,D,4,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-433555701,1/24/2017 7:02:31 PM,1/25/2017 9:48:30 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/25/2017 12:00:00 AM,,Y,N,"2814 S MAPLE AVE, 90011",2814,S,MAPLE,AVE,90011,34.0213254547,-118.266597624,"(34.0213254547, -118.266597624)",674,D,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-428116725,1/19/2017 9:17:25 AM,1/19/2017 9:17:25 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/20/2016 12:00:00 AM,,Y,"","2605 S MAIN ST, 90007",2605,S,MAIN,ST,90007,,,"",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-432707091,1/24/2017 10:39:38 AM,1/31/2017 8:57:09 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,EV,1/31/2017 12:00:00 AM,,Y,N,"13141 W OXNARD ST, 91401",13141,W,OXNARD,ST,91401,34.179537257,-118.419662167,"(34.179537257, -118.419662167)",532,D,7,South Valley APC,2,Paul Krekorian,21,GREATER VALLEY GLEN COUNCIL,VAN NUYS
1-439153591,1/30/2017 11:26:09 AM,2/10/2017 8:33:32 AM,SR Created,BOS,Bulky Items,Closed,Self Service,"",Y,EV,2/10/2017 12:00:00 AM,,Y,N,"11150 N GLENOAKS BLVD, 91331",11150,N,GLENOAKS,BLVD,91331,34.2722417591,-118.409854033,"(34.2722417591, -118.409854033)",502,E,2,North Valley APC,7,Vacant,7,PACOIMA NC,FOOTHILL
1-447982901,2/7/2017 10:29:25 AM,2/7/2017 10:29:25 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/17/2017 12:00:00 AM,,Y,"","3780 S MAIN ST, 90007",3780,S,MAIN,ST,90007,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-425997051,1/17/2017 1:01:23 PM,1/20/2017 7:35:01 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,1/20/2017 12:00:00 AM,,Y,N,"22854 W BALTAR ST, 91304",22854,W,BALTAR,ST,91304,34.21600691,-118.625355386,"(34.21600691, -118.625355386)",529,G,3,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-437588971,1/28/2017 1:09:19 PM,1/28/2017 1:17:15 PM,SR Created,BOS,Electronic Waste,Closed,Driver Self Report,"",Y,WV,1/30/2017 12:00:00 AM,,Y,N,"19263 W HART ST, 91335",19263,W,HART,ST,91335,34.1975444883,-118.552939898,"(34.1975444883, -118.552939898)",530,G,5,South Valley APC,3,Bob Blumenfield,15,RESEDA NC,WEST VALLEY
1-412942688,1/3/2017 4:07:15 PM,1/3/2017 4:07:15 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,12/29/2016 12:00:00 AM,,Y,"","901 W FLORENCE AVE, 90044",901,W,FLORENCE,AVE,90044,,,"",674,B,7,South Los Angeles APC,8,Marqueece Harris-Dawson,,"",77TH STREET
1-448005943,2/7/2017 10:40:25 AM,2/7/2017 10:40:25 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/17/2017 12:00:00 AM,,Y,"","1915 S MAIN ST, 90007",1915,S,MAIN,ST,90007,,,"",634,D,7,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-437292491,1/28/2017 8:23:55 AM,2/3/2017 2:31:32 PM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,WLA,2/3/2017 12:00:00 AM,,Y,N,"9848 W TABOR ST, 90034",9848,W,TABOR,ST,90034,34.0278536562,-118.401635987,"(34.0278536562, -118.401635987)",632,G,7,West Los Angeles APC,5,Paul Koretz,115,PALMS NC,PACIFIC
1-417374461,1/8/2017 2:51:30 PM,1/13/2017 3:33:37 PM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,Android,Y,SLABT,1/13/2017 3:33:48 PM,,Y,N,"33RD ST AT MAIN ST, 90011",,"","","",90011,34.0193566179,-118.272212092,"(34.0193566179, -118.272212092)",674,C,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-438383841,1/29/2017 9:15:33 PM,1/31/2017 3:50:24 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,EV,1/31/2017 12:00:00 AM,,Y,N,"7728 N TEESDALE AVE, 91605",7728,N,TEESDALE,AVE,91605,34.2112974183,-118.409665808,"(34.2112974183, -118.409665808)",532,E,3,North Valley APC,2,Paul Krekorian,22,NOHO WEST NC,NORTH HOLLYWOOD
1-453203281,2/12/2017 6:18:21 PM,2/15/2017 4:31:04 AM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",Y,WVA,2/14/2017 9:40:44 AM,,Y,N,"8503 N LINDLEY AVE, 91325",8503,N,LINDLEY,AVE,91325,34.2248143807,-118.527574489,"(34.2248143807, -118.527574489)",531,A,1,North Valley APC,12,Mitchell Englander,124,NORTHRIDGE SOUTH NC,DEVONSHIRE
1-430861951,1/22/2017 2:40:26 PM,1/24/2017 7:46:24 PM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,WVA,1/24/2017 12:11:51 PM,,Y,N,"17550 W BURBANK BLVD, 91316",17550,W,BURBANK,BLVD,91316,34.1720830945,-118.515954614,"(34.1720830945, -118.515954614)",561,B,2,South Valley APC,5,Paul Koretz,18,ENCINO NC,WEST VALLEY
1-439223174,1/30/2017 11:49:35 AM,1/30/2017 1:16:27 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/4/2017 12:00:00 AM,,Y,"","3700 S BROADWAY, 90007",,S,BROADWAY,"",90007,,,"",674,C,2,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-445184506,2/3/2017 12:47:24 PM,2/3/2017 12:47:25 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/14/2017 12:00:00 AM,,Y,"","5400 S SAN PEDRO ST, 90011",5400,S,SAN PEDRO,ST,90011,,,"",674,D,5,South Los Angeles APC,9,Curren D. Price Jr.,125,ZAPATA KING NC,NEWTON
1-441592241,1/31/2017 5:11:46 PM,2/1/2017 8:47:52 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,2/1/2017 12:00:00 AM,,Y,N,"3177 N CARLYLE ST, 90065",3177,N,CARLYLE,ST,90065,34.10804203,-118.234350764,"(34.10804203, -118.234350764)",594,H,3,East Los Angeles APC,1,Gilbert Cedillo,39,GLASSELL PARK NC,NORTHEAST
1-453393612,2/13/2017 8:27:39 AM,2/13/2017 8:27:39 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/27/2017 12:00:00 AM,,Y,"","8421 S MAIN ST, 90003",8421,S,MAIN,ST,90003,,,"",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,87,EMPOWERMENT CONGRESS SOUTHEAST AREA NDC,77TH STREET
1-438973972,1/30/2017 10:16:36 AM,1/31/2017 12:39:32 PM,SR Created,ITA,Other,Cancelled,Mobile App,iOS,N,"",,,Y,N,"6455 N COLUMBUS AVE, 91411",6455,N,COLUMBUS,AVE,91411,34.1883249178,-118.464205673,"(34.1883249178, -118.464205673)",531,H,6,South Valley APC,6,Nury Martinez,20,VAN NUYS NC,VAN NUYS
1-423274791,1/13/2017 3:06:06 PM,1/17/2017 8:47:58 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,SLA,1/17/2017 12:00:00 AM,,Y,N,"3959 S ARLINGTON AVE, 90008",3959,S,ARLINGTON,AVE,90008,34.0123201093,-118.318393685,"(34.0123201093, -118.318393685)",673,G,2,South Los Angeles APC,10,Herb J. Wesson Jr.,79,EMPOWERMENT CONGRESS WEST AREA NDC,SOUTHWEST
1-414693231,1/5/2017 10:04:53 AM,1/10/2017 10:47:26 AM,SR Created,BOS,Bulky Items,Cancelled,Call,"",N,EV,1/11/2017 12:00:00 AM,,Y,N,"4144 N TUJUNGA AVE, 91604",4144,N,TUJUNGA,AVE,91604,34.1436314704,-118.378844267,"(34.1436314704, -118.378844267)",562,J,5,South Valley APC,2,Paul Krekorian,27,STUDIO CITY NC,NORTH HOLLYWOOD
1-445773722,2/4/2017 8:08:59 AM,2/4/2017 8:08:59 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,2/2/2017 12:00:00 AM,,Y,"","1541 W 224TH ST, 90501",1541,W,224TH,ST,90501,,,"",763,J,7,Harbor APC,15,Joe Buscaino,91,HARBOR GATEWAY SOUTH NC,HARBOR
1-439228228,1/30/2017 11:51:43 AM,2/3/2017 10:42:54 AM,SR Created,OCB,Graffiti Removal,Closed,Mobile App,iOS,N,HBT,2/1/2017 10:42:50 AM,,Y,N,"RENO ST AT SUNSET BLVD, 90026",,"","","",90026,34.0833786854,-118.27381298,"(34.0833786854, -118.27381298)",594,C,6,East Los Angeles APC,13,Mitch O'Farrell,38,SILVER LAKE NC,RAMPART
1-421274201,1/11/2017 4:45:21 PM,1/12/2017 9:04:28 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/12/2017 12:00:00 AM,,Y,N,"2812 N ROKEBY ST, 90039",2812,N,ROKEBY,ST,90039,34.1079384918,-118.264129265,"(34.1079384918, -118.264129265)",594,D,3,Central APC,4,David Ryu,38,SILVER LAKE NC,NORTHEAST
1-421649575,1/12/2017 9:46:02 AM,1/12/2017 9:46:03 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/10/2016 12:00:00 AM,,Y,"","3001 S MAIN ST, 90007",3001,S,MAIN,ST,90007,,,"",674,D,1,South Los Angeles APC,9,Curren D. Price Jr.,78,SOUTH CENTRAL NC,NEWTON
1-420545341,1/11/2017 10:55:59 AM,1/13/2017 2:23:20 PM,SR Created,OCB,Graffiti Removal,Closed,Self Service,"",N,KYCC,1/13/2017 2:22:57 PM,,Y,N,"1032 S CRENSHAW BLVD, 90019",1032,S,CRENSHAW,BLVD,90019,34.0536351835,-118.32336564,"(34.0536351835, -118.32336564)",633,F,4,Central APC,10,Herb J. Wesson Jr.,104,OLYMPIC PARK NC,OLYMPIC
1-447497743,2/6/2017 5:22:18 PM,2/7/2017 11:38:40 AM,SR Created,BOS,Bulky Items,Closed,Mobile App,iOS,N,SLA,2/7/2017 12:00:00 AM,,Y,"","1866 W MARTIN LUTHER KING, JR BLVD, 90062",1866,W,"MARTIN LUTHER KING, JR",BLVD,90062,34.0107397067,-118.313479103,"(34.0107397067, -118.313479103)",673,H,2,South Los Angeles APC,8,Marqueece Harris-Dawson,81,EMPOWERMENT CONGRESS CENTRAL AREA NDC,SOUTHWEST
1-427446751,1/18/2017 2:01:27 PM,1/24/2017 1:16:07 PM,SR Created,OCB,Graffiti Removal,Closed,Call,"",N,NEGB,1/23/2017 1:40:02 PM,,Y,N,"11202 N RINCON AVE, 91340",11202,N,RINCON,AVE,91340,34.2735294593,-118.446504353,"(34.2735294593, -118.446504353)",502,A,2,North Valley APC,7,Vacant,101,MISSION HILLS NC,MISSION
1-411541661,1/2/2017 2:20:13 PM,1/7/2017 10:50:28 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,WV,1/7/2017 12:00:00 AM,,Y,N,"22626 W ROSCOE BLVD, 91304",22626,W,ROSCOE,BLVD,91304,34.2192595291,-118.619972847,"(34.2192595291, -118.619972847)",529,H,2,South Valley APC,12,Mitchell Englander,11,WEST HILLS NC,TOPANGA
1-429665815,1/20/2017 10:57:08 AM,1/20/2017 10:57:08 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,12/27/2016 12:00:00 AM,,Y,"","8200 S BROADWAY, 90003",8200,S,BROADWAY,"",90003,,,"",704,C,2,South Los Angeles APC,9,Curren D. Price Jr.,86,COMMUNITY AND NEIGHBORS FOR NINTH DISTRICT UNITY (CANNDU),77TH STREET
1-441751576,1/31/2017 11:22:33 PM,2/1/2017 4:01:39 PM,SR Created,BOS,Electronic Waste,Closed,Mobile App,iOS,N,NC,2/1/2017 12:00:00 AM,,Y,"","2244 W RIPPLE ST, 90039",2244,W,RIPPLE,ST,90039,34.105324634,-118.250795155,"(34.105324634, -118.250795155)",594,F,3,East Los Angeles APC,13,Mitch O'Farrell,43,ELYSIAN VALLEY RIVERSIDE NC,NORTHEAST
1-439115427,1/30/2017 11:10:30 AM,1/30/2017 11:10:30 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/4/2017 12:00:00 AM,,Y,"","900 W 57TH ST, 90037",900,W,57TH,ST,90037,,,"",674,A,5,South Los Angeles APC,9,Curren D. Price Jr.,109,VOICES OF 90037,77TH STREET
1-437893821,1/29/2017 6:55:07 AM,1/29/2017 6:55:31 AM,SR Created,BOS,Bulky Items,Closed,Driver Self Report,"",Y,WLA,2/3/2017 12:00:00 AM,,Y,N,"2913 S COCHRAN AVE, 90016",2913,S,COCHRAN,AVE,90016,34.0273191235,-118.360632105,"(34.0273191235, -118.360632105)",633,B,7,South Los Angeles APC,10,Herb J. Wesson Jr.,75,WEST ADAMS NC,SOUTHWEST
1-434390829,1/25/2017 1:49:56 PM,2/3/2017 1:04:36 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,PGS,1/17/2017 12:00:00 AM,,Y,"","128 E CULVER BLVD, 90293",,E,CULVER,BLVD,90293,,,"",702,A,3,West Los Angeles APC,11,Mike Bonin,71,NC WESTCHESTER/PLAYA,PACIFIC
1-449485136,2/8/2017 12:33:45 PM,2/8/2017 12:33:45 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,SLABT,1/24/2017 12:00:00 AM,,Y,"","5624 S COMPTON AVE, 90011",5624,S,COMPTON,AVE,90011,,,"",674,F,5,South Los Angeles APC,9,Curren D. Price Jr.,110,CENTRAL ALAMEDA NC,NEWTON
1-413478601,1/4/2017 10:08:32 AM,1/4/2017 10:08:32 AM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,LACC,1/3/2017 12:00:00 AM,,Y,"","5041 W VENICE BLVD, 90019",5041,W,VENICE,BLVD,90019,,,"",633,D,5,Central APC,10,Herb J. Wesson Jr.,60,P.I.C.O. NC,WILSHIRE
1-438243211,1/29/2017 3:28:02 PM,2/1/2017 3:18:10 PM,SR Created,BOS,Bulky Items,Closed,Self Service,"",N,EV,2/1/2017 12:00:00 AM,,Y,N,"3552 N STONEWOOD DR, 91403",3552,N,STONEWOOD,DR,91403,34.1345182394,-118.465469207,"(34.1345182394, -118.465469207)",561,H,7,South Valley APC,4,David Ryu,26,SHERMAN OAKS NC,VAN NUYS
1-449787061,2/8/2017 2:52:46 PM,2/8/2017 2:53:38 PM,SR Created,BOS,Bulky Items,Open,Call,"",N,NC,2/15/2017 12:00:00 AM,,Y,N,"117 E WINSTON ST, 90013",117,E,WINSTON,ST,90013,34.0471220658,-118.247223445,"(34.0471220658, -118.247223445)",634,F,4,Central APC,14,Jose Huizar,52,DOWNTOWN LOS ANGELES,CENTRAL
1-411514031,1/2/2017 1:41:03 PM,1/4/2017 8:14:52 AM,SR Created,BOS,Bulky Items,Closed,Call,"",N,NC,1/4/2017 12:00:00 AM,,Y,N,"6418 E CRESCENT ST, 90042",6418,E,CRESCENT,ST,90042,34.1168726661,-118.179342556,"(34.1168726661, -118.179342556)",595,E,2,East Los Angeles APC,14,Jose Huizar,41,HISTORIC HIGHLAND PARK NC,NORTHEAST
1-419819185,1/10/2017 3:19:45 PM,1/10/2017 3:19:45 PM,SR Created,OCB,Graffiti Removal,Closed,Driver Self Report,"",N,GAP,1/8/2017 12:00:00 AM,,Y,"","1319 E PACIFIC COAST HWY, 90744",1319,E,PACIFIC COAST,HWY,90744,,,"",794,G,5,Harbor APC,15,Joe Buscaino,93,WILMINGTON NC,HARBOR
1-446630861,2/6/2017 9:47:10 AM,2/6/2017 10:03:46 AM,SR Created,BOS,Bulky Items,Closed,Call,"",Y,EV,2/9/2017 12:00:00 AM,,Y,N,"8145 N LANGDON AVE, 91406",8145,N,LANGDON,AVE,91406,34.2190895861,-118.469776568,"(34.2190895861, -118.469776568)",531,G,2,South Valley APC,6,Nury Martinez,112,NORTH HILLS EAST,MISSION
1-454528691,2/13/2017 4:45:40 PM,2/14/2017 5:09:06 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,WV,2/14/2017 12:00:00 AM,,Y,N,"7451 N MASON AVE, 91306",7451,N,MASON,AVE,91306,34.2061327989,-118.579954823,"(34.2061327989, -118.579954823)",530,D,4,South Valley APC,3,Bob Blumenfield,14,WINNETKA NC,TOPANGA
1-431116771,1/23/2017 8:03:16 AM,1/24/2017 2:56:44 PM,SR Created,BOS,Bulky Items,Closed,Call,"",N,HB,1/24/2017 12:00:00 AM,,Y,N,"25633 S PRESIDENT AVE, 90710",25633,S,PRESIDENT,AVE,90710,33.7908610994,-118.304437157,"(33.7908610994, -118.304437157)",793,J,5,Harbor APC,15,Joe Buscaino,92,HARBOR CITY NC,HARBOR
